550706,A1838,3034/12/1 PART 10,Indonesia - Armed Forces & Defence Interests [401pp],1969
551869,A1838,752/1/23 PART 10,Indonesia - Australia - Indonesia Continental Shelf Boundaries - (Agreement) Negotiations,1972
551873,A1838,752/1/23 PART 11,Indonesia - Australia - Indonesia Continental Shelf Boundaries - (Agreement) Negotiations,1972
551875,A1838,752/1/23 PART 12,Indonesia - Australia - Indonesia Continental Shelf Boundaries - (Agreement) Negotiations,1972
551877,A1838,752/1/23 PART 13,Indonesia - Australia - Indonesia Continental Shelf Boundaries (Agreement) Negotiations,1972
551880,A1838,752/1/23 PART 15,Indonesia - Australia - Indonesia Continental Shelf Boundaries - Agreement Negotiations,1972
552376,A1838,193/12/2,Iran - Defence - Army,1962
553310,A1838,1495/3/2/2 PART 4,Antarctica - Australian interests - Legal position and administration - Australian Antarctic Territory,1968
553313,A1838,1495/3/2/3 PART 1,Antarctic - Heard Island,1949
553542,A1838,563/10/8,Communism - SEATO Council representations,1957
553544,A1838,563/10/10,Communism - SEATO committee on information - cultural - educational & labour activities,1958
553548,A1838,563/10/10/10 PART 1,SEATO - trends and highlights in Communist propaganda,1957
553549,A1838,563/10/10/10 PART 2,SEATO - trends and highlights in Communist propaganda,1957
553550,A1838,563/10/10/10 PART 3,SEATO - trends and highlights in Communist propaganda,1958
553553,A1838,563/10/12,Communism - SEATO - economic aspects,1957
553554,A1838,563/10/13 PART 1,Communism - SEATO - summaries,1957
553555,A1838,563/10/13 PART 2,Communism - SEATO - summaries,1958
553941,A1838,851/12/23,Joint Intelligence Committee (London) - Weekly Review of Current Intelligence on the Middle East.,1957
555389,A1838,277/2 PART 13,Australian Pacific interest - General policy including South Pacific Study Group,1973
557903,A1838,3024/1/1 PART 3,"Singapore - Internal - General (race, geography, etc)",1974
567488,A1838,563/2/16 PART 5,Radio Australia - Technical - Foreign broadcast information - Service - Washington,1960
567493,A1838,563/2/16 PART 7,Radio Australia - Technical - Foreign broadcast information service - Washington,1960
567497,A1838,563/2/16 PART 8,Radio Australia - Technical - Foreign broadcast information service - Washington,1961
567502,A1838,563/2/16 PART 10,Radio Australia - Technical [portion of title exempt],1962
577042,A1838,1531/76 PART 2,Immigration - To and from South Africa,1972
581728,A816,11/301/1081,"ANZUS Council - Proposed meeting, November 1956, in Washington",1957
583103,A1838,3026/2/9/2 PART 1,Malaya - internal security,1962
583173,A1838,3027/2/1 PART 25,Malaysia - Political - General [3cm],1966
583177,A1838,3027/2/1 PART 27,Malaysia - Political - General [396pp],1967
583204,A1838,3027/2/1 PART 39,Malaysia - Political - General,1969
583205,A1838,3027/2/1 PART 40,Malaysia - Political - General,1969
583260,A1838,3027/2/9/2 PART 2,Malaysia - Internal security,1966
583282,A1838,3027/10/1 PART 7,Malaysia - Political Relations with Australia,1969
583683,A1838,3034/7/1/1 PART 1,Indonesia - External relations - Talks on Indonesia [341 pp],1963
585778,A1838,563/10/3 PART 4,Communism - SEATO - Information Committee,1956
585779,A1838,563/10/3 PART 5,Communism - SEATO - Information Committee,1956
586400,A1838,3004/12/16 PART 1,South East Asia - Joint Intelligence Committee - [portion exempt] - review of Current Intelligence,1957
586874,A1838,154/11/87 PART 1,Tanganyika - Relations with China,1965
587096,A1838,3014/2/1 PART 39,South Vietnam - Political general,1966
587816,A1838,69/1/1/16/14,USSR Communist Inter Front Organisations,1969
635374,A1838,TS519/3 PART 1,Formosa - External relations - General,1956
635553,A1209,1957/4096,JIB [Joint Intelligence Bureau] - liaison with New Zealand,1952
636650,A6122,1018,"Communist Party of Australia, Western Australia- schools",1956
636786,A5954,1437/2,"SEATO Staff planners 3rd meeting, Singapore 1956. SEATO position paper on the subject of allocation, control and protection of allied shipping (Agenda Item F)",1956
637727,A5954,1414/6,Minister of Defence - Republic of Indonesia.,1955
640199,A6122,865,"Communist Party of Australia - Western Australia, Geraldton branch.",1956
640200,A6122,864,"Communist Party of Australia - Western Australia, Freemantle branch.",1956
640203,A6122,860,"Communist Party of Australia - Western Australia, Swan branch.",1956
640204,A6122,856,"Communist Party of Australia - Western Australia, Waterfront Tasmania.",1956
640357,A6122,1095,Communist Party of Australia - History of - Volume 1,1956
641630,A5954,1714/11,"Commands and defended ports overseas. ""Period before reprovisioning"" in time of war",1938
642051,A5954,1727/17,Gibraltar as a link in Imperial Communications,1937
642052,A5954,1727/18,Gibraltar as a link in Imperial Communications. March - July 1937.,1937
642054,A5954,1727/20,"Gibraltar as a link in Imperial Communications - Problem of Establishing an Air Base, Nov 1936",1936
642055,A5954,1727/21,"Gibraltar as a link in Imperial Communications - Reclamation of Land from the Sea for the purpose of a Military Aerodrome, Oct 1936",1936
642056,A5954,1727/22,"Gibraltar as a link in Imperial Communications - The problem of Establishing an Air Base, Oct 1936",1936
642057,A5954,1727/23,"Gibraltar as a link in Imperial Communications - The problem of Establishing an Air Base, Jul 1936",1936
650693,A1838,TS3004/12/16/1,Joint Intelligence Committee Far East (JIC FE) - Quarterly reviews.,1958
651248,A6712,8,"Meeting of Commonwealth prime ministers, January - February 1955. Minutes of meetings and memoranda. PMM (55) 1st - 9th Meetings and PMM (55) 1st - 6th Memoranda [66pp]",1955
651662,A816,25/301/554,"[Intelligence] [modified title, original item title partially exempt] Reports",1956
652610,A816,14/301/692,Anglo-Amercian strategy in the Far East,1956
652619,A816,11/301/778,"Meeting of Defence Ministers, London, June, 1951. Correspondence relating to Cabinet agenda",1951
652751,A2031,447/1951,Target Selection Committee - Far East,1951
654085,A816,14/301/530,The Defence Department's Programme 1952-53,1953
658734,A2031,61/1953,Probable form and scale of attack against Malaya - Agreement of joint intelligence assessments,1953
658745,A2031,300/1952,Tripartite military talks on South East Asia - Intelligence talks,1952
660780,A518,IA16/2/1,Information about Australia and the territories. Requests by US Service Attache.,1955
661212,A5799,177/1950,Cypher Production Organisation,1950
663672,AWM54,179/5/7 PART 1,"[Chemical Warfare - Trials:] Reports from Australian Field Experimental Station, Proserpine, Queensland (Feb 1945) [Part 1 of 10]",1945
663677,AWM54,179/5/7 PART 2,"[Chemical Warfare - Trials:] Reports from Australian Field Experimental Station, Proserpine, Queensland (Mar 1945) [Part 2 of 10]",1945
664444,A4529,10/1/2/1954,Indo-China: Information for JIB [Joint Intelligence Bureau],1954
664445,A4529,10/1/2/1955 PART 1,Indo-China: Information for JIB [Joint Intelligence Bureau],1955
664446,A4529,10/1/2/1955 PART 2,Indo-China: Information for JIB [Joint Intelligence Bureau],1956
666565,A2031,36/1952,Deception Planning,1952
667099,A6122,1203,Indonesian Malay Association - Broome Western Australia,1949
669524,AWM54,179/5/5 PART 1,[Chemical Warfare - Trials:] CDRE India: Notes and reports (Jul 1942) [Part 1 of 36],1942
675420,A5954,2356/4,[Portion of title exempt] Visit - Programme and Cover Plan,1952
675427,A5954,2356/10,Proposals [Portion of title exempt] in Joint Intelligence Bureau (Melbourne),1953
675437,A5954,2356/13,Joint Intelligence Bureau (Melbourne) Co-Operation with Canada,1954
676185,A6119,457,Colin SIMPSON - Volume 1,1971
676189,A6119,454,"HOLBURN, Marjorie (nee PIZER)",1962
677992,A816,25/301/502,Vladimir ZOUHAR [ZOUCHER ZOUCHAR],1951
678568,A6119,477,Clement Byrne CHRISTESEN - Part 5,1960
678592,A6119,464,"JOHNSTON, Elliott Frank - Part 2",1957
678593,A6119,463,"JOHNSTON, Elliott Frank - Part 1",1953
682090,A2031,457/1946,457/1946 : Joint Intelligence Bureau - Visit to Australia by Major-General STRONG : Agendum Number - 68/1946 and Supplementary 7 : Date of meeting - Tuesday 19 November 1946,1946
682101,A2031,243/1947,243/1947 : Exchange of secret information between Australia and the United States : Agendum Number 17/1947 : Date of meeting - 22 July 1947,1947
682253,A2031,14/1955,"Exchange of Joint Intelligence Committee papers [modified title, original item title partially exempt]",1955
682655,A6119,450,George Ernest Archer RUSSELL,1960
682661,A2031,45/1956,"Australia, New Zealand and United States Staff Planners Meeting, Pearl Harbour, March 1956 [Remainder of title exempt]",1956
682668,A2031,125/1955,Exchange of information for SEAMIL purposes,1955
682669,A2031,135/1955,Quinpart Intelligence meetings,1955
682835,A1945,16/3/2,"ANZUS - Council Meeting in Washington, 1958, October",1958
688587,A816,25/301/609,Probable communist courses of action in Asia up to 1960.,1956
690382,AWM54,179/5/10 PART 3,"[Chemical Warfare - Trials:] Headquarters, San Jose, Project Division. Reports by technical staff, San Jose Project 1945-1946, Bi Weekly progress reports 1945, San Jose Project reports, Field Tests, 1944 [Part 3 of 13]",1946
690384,AWM54,179/5/10 PART 4,"[Chemical Warfare - Trials:] Headquarters, San Jose, Project Division. Reports by technical staff, San Jose Project 1945-1946, Bi Weekly progress reports 1945, San Jose Project reports, Field Tests, 1944 [Part 4 of 13]",1946
690388,AWM54,179/5/10 PART 6,"[Chemical Warfare - Trials:] Headquarters, San Jose, Project Division. Reports by technical staff, San Jose Project 1945-1946, Bi Weekly progress reports 1945, San Jose Project reports, Field Tests, 1944 [Part 6 of 13]",1946
690393,AWM54,179/5/10 PART 10,"[Chemical Warfare - Trials:] Headquarters, San Jose, Project Division. Reports by technical staff, San Jose Project 1945-1946, Bi Weekly progress reports 1945, San Jose Project reports, Field Tests, 1944 [Part 10 of 13]",1946
690424,AWM54,179/5/14 PART 1,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690427,AWM54,179/5/14 PART 3,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690431,AWM54,179/5/14 PART 5,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690434,AWM54,179/5/14 PART 7,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690436,AWM54,179/5/14 PART 8,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690438,AWM54,179/5/14 PART 9,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690439,AWM54,179/5/14 PART 10,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690441,AWM54,179/5/14 PART 11,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690448,AWM54,179/5/14 PART 12A,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690462,AWM54,179/5/14 PART 20,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690464,AWM54,179/5/14 PART 21,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690468,AWM54,179/5/14 PART 24,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
690470,AWM54,179/5/14 PART 25,"[Chemical Warfare - Trials:] Dugway Proving Grounds. Mobile Chemical Warfare Section Unit, 1945-1946",1946
692188,A816,25/301/588,Bilateral information exchange with USA,1960
692193,A816,25/301/555,United States Intelligence - Reports by JIB [Joint Intelligence Board] (Melbourne) Representative - Washington,1954
698422,A5954,2366/10,Area of responsibility of Joint Intelligence Bureau (Melbourne),1953
699024,A1209,1960/855,Indicators of Communist preparations for war in SEA.,1961
699029,A1209,1960/882,"SEATO 12th Military Advisers Conference, Washington, May 1960. Report.",1960
699032,A1209,1960/802,"SEATO - Report of the Communications Committee. Fourth meeting, June, 1960.",1960
699046,A1209,1959/460,"SEATO - Intelligence Ad Hoc Committee meeting, Bangkok, December 1958 report.",1959
699751,A5799,234/1952,Five Power Military Conference on South East Asia - UK papers on 'possible deterents to further Chinese aggression in South East Asia' and 'possible operations against Hainan',1952
701652,A5954,1557/13,"A summary of defence activities May, 1950. Copy No. 2",1950
703111,A1209,1960/285,Brief for Chief of General Staff for discussions with NZ Chiefs of Staff,1960
3911900,A6364,WH1963/06,"Washington cables inwards chronological, numbers 1551 to 1899,  14 June to 19 July 1963",1963
4025268,A6126,1131,Kevin Raymond COX,1985
4025625,A6122,2052,Communist Party of Australia - New South Wales - Eveleigh Loco Branch,1970
4025998,A6119,2954,Kathleen Mary RICHARDS - Miscellaneous papers,1969
4037961,A4311,686/11,"[Research Methods Conference, Melbourne,  November 1958]. On Processing Intelligence Information by [portion of title exempt] 5th September 1958",1958
4037963,A4311,686/13,"[Research Methods Conference, Melbourne,  November 1958]. Cold War Problems - Economic Penetration by  [portion of title  exempted], 25th September 1958",1958
4142296,A432,1969/3072 ATTACHMENT 1,W.G. Burchett,1954
4142297,A432,1969/3072 ATTACHMENT 2,W.G. Burchett,1954
4148644,A4090,A523/1/1 PART 1,Trials - 25 PR BE Shell,1944
4151566,A1209,1975/2257,East Timor - Activities of Australian journalists,1976
4185468,A9954,SE/10/D2,Agenda item 2b. The Communist insurgent threat to the Treaty area. Collated paper presented by the United Kingdom,1959
4185470,A9954,SE/10/D3,Agenda item 3b. The inter-relations between Communist parties in the Treaty area and their role in furtherance of International Communist objectives. Collated paper presented by the United States,1959
4185484,A9954,SE/12/D24,Agenda item 2a. The nature and extent of the Communist subversive and insurgent threats to the Treaty area. Collated paper presented by the United Kingdom,1959
4185624,A9954,SE/13/D42 ADDENDUM 1,Communist insurgent threat to Pakistan - paper contributed by Pakistan,1960
4192727,A6717,A65,Dr Rysard Stanislaw Zielinski,1961
4192741,A6717,A111,Appointment of an additional assistant Trade Commissioner in Tokyo,1964
4199198,A6283,146,Liaison with overseas intelligence services Volume 4 [Reference Copy],1954
4209561,A10463,822/5/1 PART 2,Jakarta - [portion of title exempt] Indonesia/Australia,1974
4269362,A6119,3142,"RUTHERFORD, John - Misc Papers",1971
4269835,A6119,3242,"FALCONER, James Albert - Misc Papers",1970
4298505,D1423,FOLDER 60 SA2194,"South Australian architectural drawing SA2194 - Cells, exercise yard and garage - Village Area- details of yard entrance gate and cell doors and benches",1949
4716699,A12389,A8 PART 5,"ASIO Organization, Functions and Responsibilities - Lecture Notes - Exercises - Second Edition - Document 6A",1975
4725008,A12389,A34,ASIO document: BfV The West German Security Intelligence Service: Service Regulations,1975
4725018,A12389,A47,ASIO document: Report on Activities by Aliens Constituting a Threat to Security: Translation of BfV document,1974
4725028,A12389,A101,ASIO document: Review of and Recommendations for Restructuring the Surveillance Capacity of ASIO,1976
4725029,A12389,A103,ASIO and ASIS document: Report on Scientific and Technical Resources dated July 1976,1976
4725033,A12389,B2,ASIS document: Brief Background Notes on ASIS,1974
4725217,A12389,A8 PART 2,"ASIO Organization, Functions and Responsibilities - Lecture Notes document 5",1974
4725218,A12389,A8 PART 3,"ASIO Organization, Functions and Responsibilities - Lecture Notes -document 5A",1974
4725219,A12389,A8 PART 4,"ASIO Organization, Functions and Responsibilities - Lecture Notes - Exercises - First Edition - document 6",1974
4725242,A12389,A21,ASIO Commonwealth Security Conferences,1975
4725295,A12389,F10 ATTACHMENT 5,"Department of Foreign Affairs information on Portuguese Timor part 2;  1. [portion of title exempt] on Portuguese Timor,   2. Reports from sundry Australian missions: Washington, London, Berne, Singapore, Kuala Lumpur, Bangkok, The Hague, Wellington,  3. Information and assessments from foreign diplomatic sources, 4. Australian press reports and commentary relating to Portuguese Timor, 5. Jakarta press reports",1975
4725296,A12389,F10 ATTACHMENT 6,"Department of Foreign Affairs Information on Portuguese Timor Part 3:  1. Assessments of Portuguese Timor situations made by Department of Foreign Affairs and Joint Intelligence Organization,  2. Ministerial submissions and major correspondence between Ministers on Portuguese Timor, 3. Briefs prepared by Department of Foreign Affairs, 4. Records of Conversations in Canberra or involving officers or Ministers from Canberra relating to Portuguese Timor, 5. Selections of significant telegrams from Canberra",1975
4725299,A12389,F12 PART 1,Submission by Department of Foreign Affairs to Royal Commission on Intelligence and Security re Reporting on Developments in Thailand October 1973 - March 1975,1975
4725304,A12389,F13 PART 1,Submission by Department of Foreign Affairs to Royal Commission on Intelligence and Security re [portion of title exempt],1975
4725310,A12389,F10 ATTACHMENT 3,Department of Foreign Affairs papers on Jakarta Riots,1974
4725314,A12389,F18 PART 2,Department of Foreign Affairs Security Instructions,1974
4725371,A12391,R13,Soviet Intelligence Operations Against Americans and US Installations Abroad: An Analysis of Soviet Doctrine and Practice,1968
4725375,A12391,R18,"The Satellite Intelligence and Security Services, June 1974",1974
4725377,A12391,R20,"Organisation and Methods of the Russian Intelligence Services (RIS), April 1974",1974
4725397,A12391,R35,ASIO - The Lexi Control Manual,1975
4725481,A12391,R98,New Scotland Yard Special Branch Annual Report 1974,1974
4725500,A12381,4/4 PART 2,Joint Intelligence Organisation - Office of Current Intelligence - Daily Bulletins No 48/1975 (dated Thursday 17 April 1975)  to  No 106/1975 (dated Monday 18 August 1975),1975
4725598,A12381,20/48/1,Royal Commission on Intelligence and Security - Fourth Report - Draft - Correspondence,1977
4725615,A12381,20/68,"Royal Commission on Intelligence and Security  - Third Report - Defence, Joint Intelligence Organisation, National Intelligence Committee - Background",1977
4725778,A12384,K/2/10 ATTACHMENT,West Germany - Intelligence and Security Services,1975
4725804,A12384,K/19,The Helsby Report: Classification of Official Matter,1974
4725815,A12385,AI/1,Boyle Mr Michael Dorrington Correspondence,1975
4727310,A12395,19,Notes kept by Secretary George M Brownbill - Book 19 (annotated London book 12),1975
4727938,A12389,A33,ASIO Schedule for the Classification of Correspondence,1975
4751119,A12391,R19,Czechoslovak Intelligence: Czechoslovak Ministry of Interior: Foreign Counterintelligence,1972
4963069,A1533,1967/1981,FBI information re stolen American Express travellers cheques ($62 000) - New York,1967
4963070,A1533,1967/1296,List of criminals wanted for murder by Italian authorities,1977
4963082,A1533,1967/2614,"FBI inquiry re MATIONG Florencio Lopez aka Chi Chi MARTINEZ, BOND Victor Gerald, MONTOYA Alfred Arthur, MONTOYA Harold Otto",1967
4963083,A1533,1968/1593,Sinking of MV Wahine New Zealand,1968
4963084,A1533,1967/182,Traffic in gold stolen from Canadian mines and RCMP booklet,1969
5036146,A6980,S250333,Security screening - Sweden,1991
5036147,A6980,S250155,Security screening procedure - Italy,1989
5036152,A6980,S250335,Security screening - Malta,1989
5493289,A5799,5/1968,Release of intelligence [portion of title withheld] - [Attached is JIC Report no. 1/1968],1968
5493290,A2031,14/1968,Release of intelligence [portion of title withheld],1968
5825253,A5799,217/1955,Antarctica - proposed soviet expedition,1955
5829024,A5799,26/1943,Chemical warfare under tropical conditions,1943
5830141,A2539,B1972/23,Report of Australian Delegation on the Conference on certain Seabed Boundaries between Australia and Indonesia and Seabed Boundaries between Australia and Papua New Guinea - Part 2 1972,1972
5844812,A2539,B1972/7,Report of the Australian Delegation to the Fourth Session of the United Nations Enlarged Committee on the Peaceful Uses of the Seabed - Geneva 17 July - 21 August 1972,1972
5844818,A2539,B1972/14,Report of the Australian Delegation on the Conference on certain Seabed Boundaries between Australia and Indonesia and certain Seabed and Territorial Boundaries etc - 1972,1972
6925834,A6122,700,C P of A [Communist Party of Australia] Queensland - Wilston/Grange Branch,1949
6930030,A7452,A15 PART 3,Indonesia - International relations with other countries including Australia,2002
6930085,A7452,A87 PART 1,Nuclear policy [Portion of title exempt],1979
6930191,A7452,A122,Royal Commission on intelligence and security [RCIS] request for information,1977
6930193,A7452,A124 PART 1,Inquiry into intelligence and security organisations [RCIS] - terms of reference and appointment of Royal Commissioner,1974
6930197,A7452,A127 PART 1,Royal Commission into Intelligence and Security [RCIS] - third report,1976
6930198,A7452,A127 PART 2,Royal Commission into Intelligence and Security [RCIS] - third report,1977
6930201,A7452,A129,Royal Commission into Intelligence and Security [RCIS] - fourth report,1976
6930220,A7452,A145,Intelligence and security services functions 1975,1989
6930228,A7452,A150,[Title exempt],1977
6930243,A7452,A164,East Timor - reported deployment of Sabre aircraft and Nomad aircraft,1977
6930256,A7452,A185 PART 1,Arab terrorist activities,1976
6930259,A7452,A187 PART 1,Vietnam,1975
6930346,A7452,A327 PART 1,Intelligence co-ordination arrangements,1980
6930384,A7452,A391 PART 1,Hope Commission inquiry [RCSIA] into Sheraton Hotel incident,1986
6930510,A7452,A531,[Title exempt],1976
6945946,A6980,S250758,Black September - terrorist activity - Part 2,1973
7038089,A425,1970/5264,Cuba/Communist China economic relations,1965
7163941,E1008,RBD180,"Reserve Bank of Australia, Darwin -  Hydraulic services (water supply, sewerage, and stormwater drainage)",1966
7425087,A10500,D54,Protective Security Review - Espionage,1978
7426977,A12909,833,Submission No 833 :[title exempt] - Decision 1810 and 1848,1976
7557674,A4531,201/1/3 PART O,Saigon - Vietnam personalities 'O' [re Republic of Vietnam also known as South Vietnam],1966
7557743,A4531,201/2/1 PART 19,Saigon - Vietnam - political general [re Republic of Vietnam also known as South Vietnam],1975
7559326,A5882,CO567 PART 3 ATTACHMENT,Law of the Sea - Application to Australia - 1971,1972
7860452,A432,1968/2197,Shooting of Yugoslav in Act - press reports of Ustashi activity,1968
7904529,A6980,S202471,OMMUNDSON Frederick,1970
7913157,A432,1972/2757,"Srecko Rover, Croatian - cancellation of passport",1973
8306788,A1209,1970/6400 PART 2,Discussions between Indonesia and Australia regarding continental shelf boundary,1972
8746024,AWM174,25,Five Years' Defence Programme - Five Years' Programme of the Joint Intelligence Organisation - Department of Defence,1950
8843498,A1209,1972/6986,United Kingdom request for Ugandan Asians to enter Australia,1972
8861381,A10756,LC1820,"Status and salary of Director, Australian Secret Intelligence Service (ASIS) [Submission No. 1879 refers]",1978
8861407,A12911,1,Fraser Ministries - Register of Cabinet Decisions Volume 1  (Decisions Nos 1 to 8250),1979
8910807,A1209,1977/881 PART 3,South African Apartheid Policy - General - 1973,1978
8911305,A12909,1197,Submission No 1197 : [title exempt]  - Decision 2563,1977
9022636,M1268,363,[Personal Papers of Prime Minister Fraser] Miscellaneous file of sensitive papers on Foreign Affairs or security matters,1983
9615709,A13075,3609,Cabinet Minute - Decision No 3609 - [title exempt] - Without Submission,1977
9615776,A13075,3711,Cabinet Minute - Decision No 3711 - [title exempt] - Without Submission,1977
9762685,A1209,1971/9026 PART 1,Oil Prices - Organisation of Petroleum Exporting Countries (OPEC) Demands,1971
9767085,A13075,4250/IS,Cabinet Minute (Intelligence and Security Committee) - Decision No 4250(IS) - Intelligence Arrangements with ASEAN Countries - Without Submission,1977
9767288,A12933,122,Cabinet Paper No 122 : [title exempt] - File No LC1106,1977
9767302,A12933,136,Cabinet Paper No 136 : [title exempt] - File No LC1106,1977
9767353,A12933,191,Cabinet Paper No 191 : Intelligence arrangements with ASEAN Countries - Minister responsible : [Not recorded] - presented at Cabinet Meeting 1 November 1977 - Decision No 4250(IS) - File No LC1774,1977
9780082,A2031,151/1945,151/1945 : Destruction of Japanese crops in South West Pacific area,1945
9780120,A2031,192/1945,192/1945 : Destruction of Japanese crops,1945
9780190,A2031,268/1945,268/1945  : Destruction of Japanese crops in South West Pacific area,1945
11383991,A9511,DNIS 1-13,Intelligence requests for information,1968
11455931,A10756,LC209 PART 1,East Timor [Submission No. 1865 refers],1982
12041784,M319,47 PART 1,"[Sir John Bunting: Copies of outward correspondence] Secretary's 'pinks', September 1973",1973
12099780,A5034,1973/2136 PART 3,Croation Terrorism: Relations with Yugoslav Government - Part 3,1976
12128217,A6122,1121/REFERENCE COPY,Communist Party of Australia - Italian Club Victoria,1955
12369164,MP1784/1,CROATIANS,Croatians,1940
12372904,M2565,1,Personal and official papers of A C RENTOUL [ Mould affected - Reference copy available],1939
12574450,A6122,1029,"Communist Party of Australia - Papua New Guinea, illegal apparatus",1956
12574485,A6122,552,CPA [Communist Party of Australia] - Control Commission - Western Australia,1949
12761591,B1387,1991/739,Claims in Australian Antarctic Territory,1976
12849984,J27,MB11700,"NEWMAN, William George - service number 3865; war widow Lucretia; [file only contains information on Lucretia NEWMAN] - [Box 139]",1983
12860384,A6122,1099,Communist Party of Australia - Illegal organisation (photos),1956
12920412,E1568,17,Northern Territory Force - Operational Plan No. 1/66,1976
30030462,A1533,1967/182,Traffic in gold stolen from Canadian mines and RCMP booklet,1969
30030467,A1533,1967/1296,List of criminals wanted for murder by Italian authorities,1977
30030472,A1533,1967/2614,"FBI inquiry re MATIONG Florencio Lopez aka Chi Chi MARTINEZ, BOND Victor Gerald, MONTOYA Alfred Arthur, MONTOYA Harold Otto",1967
30030478,A1533,1968/1593,Sinking of MV Wahine New Zealand,1968
30030930,A6119,149,"HEALY, James Volume 1",1950
30091002,A12909,2773,[Reference copy] Submission No 2773 : [title exempt] - Decision 7263(IS),1978
30091026,A12909,2825,Submission No 2825 : [Title exempt],1978
30091028,A12909,2032,[Reference copy of] Submission No 2032 : [Title exempt] - Decision 5011(IS),1978
30091067,A12389,AA2,Activities of the Russian Intelligence Service in Australia,1976
30091109,A12389,BB1,ASIS Station [portion of title exempt],1974
30091110,A12389,BB2,[portion of title exempt] Production October 1971 - April 1973,1973
30091111,A12389,BB3,The [portion of title exempt] Case - January 1975,1975
30091112,A12389,BB4,The [portion of title exempt] Case - January 1975,1975
30091113,A12389,BB5,The [portion of title exempt] Case - January 1975,1975
30091114,A12389,BB6,The [portion of title exempt] Case - January 1975,1975
30091115,A12389,BB7,The [portion of title exempt] Case - January 1975,1975
30091116,A12389,BB8,The [portion of title exempt] Case - January 1975,1975
30091117,A12389,BB9,[portion of title exempt] Operations - March 1975,1975
30091118,A12389,BB10,Financial Arrangements for ASIS March 1975 - March 1975,1975
30091120,A12389,BB12,ASIS Station [portion of title exempt] Background - January 1975,1975
30091121,A12389,BB13,Station Directives - April 1975,1975
30091122,A12389,BB14,The [portion of title exempt] Case - November 1975,1975
30485363,A6122,2637,"Operation Adjutant Volume 5 part 1 - General court martial proceedings, SAC Michael Julien Brown 17 December 1958",1958
30488810,A12909,3894,Submission No 3894 : [Title exempt] - No Decision,1980
30488813,A12909,3992,Submission No 3992 : [title exempt] - Related to Decision No 11703(IS),1980
30839007,A13075,13902/FAD,Decision No 13902/FAD - [Title exempt] - Without Submission,1981
30941894,A12909,5679,Submission No 5679 - [Title exempt] -,1982
31170608,A432,86/9712-1,[Title Exempt],1986
31398087,A13979,2059/NIS,Cabinet Decision 2059/NIS - Title exempt - Without Submission,1983
31410850,J3152,E1008/25,"Checklist - Original copies of drawings, single number series [CA8312 Works Australia, State Office, Northern Territory]",1996
31426623,A14039,1985,Cabinet Submission 1985 - Title exempt - Decision 4654/SEC,1985
31428444,A14039,4207,Cabinet Submission 4207 - Project NULKA - Decision 8128,1986
31516991,A14039,4947,Cabinet Memorandum 4947 - Ttitle exempt - Decision 9781/SEC,1987
31516993,A14039,4962,Cabinet Memorandum 4962 - Reference copy of - Secretaries Committee on Intelligence and Security (SCIS) report to Ministers on the activities of the intelligence and security agencies in 1985-1986 - Decision 9780/SEC,1987
31517052,A14039,5353,Cabinet Memorandum 5353 - SCIS Report to MInisters on the activities of the Intelligence and Security Agencies in 1986-87 - Decision 10780/SEC,1988
140757,A1838,3034/2/2/2 PART 7,Indonesia. Communism in Indonesia,1962
170962,A816,41/301/176,[Title of item withheld],1952
170971,A816,41/301/195,Exchange of staff between Joint Intelligence Bureau (Melbourne) and Joint Intelligence Bureau (London) - personal letter from Sir Harold Parker,1958
171089,A816,43/302/76,Cryptographic Material for ASIO,1952
171129,A816,44/301/219,"SEATO [South East Asia Treaty Organisation] Combined Training Exercise ""AIR LINK"" Bangkok 28 May - 1 June 1957",1957
200166,A1196,29/501/225,"Evasion of Customs Regulations - RAAF Station, Rathmines",1944
235342,A3269,Q4,"[The Official History of the Operations and Administration of Special Operations Australia (SOA), also known as the Inter-Allied Services Department (ISD) and Services Reconnaissance Department (SRD) - Volume 4 - Training Syllabi - Part 4 - Handbook on Telecommunications and Railway Sabotage]",1943
