barcode,series,control symbol,title,contents dates,contents start year,contents end year,original access status,original access decision reasons,original access decision date,current access status,current access decision reasons,current access decision date,days closed,years closed,url
12873651,A4090,723/5/42 PART 2,Contingency plans - Papua New Guinea - DGOP-A aspects,1959 - 1992,1959,1992,Closed,Withheld pending adv,2011-10-05 00:00:00,Open,,2017-03-08 00:00:00,1981,5 years 155 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=12873651
1749554,A1838,193/10/1 PART 24,Iran - Relations with Australia - Political,1979 - 1979,1979,1979,Closed,Withheld pending adv,2010-06-10 00:00:00,Open,,2017-01-10 00:00:00,2406,6 years 215 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1749554
1754271,A1838,680/7/7 PART 2,Export of civil aircraft,1974 - 1978,1974,1978,Closed,Withheld pending adv,2012-01-11 00:00:00,Open,,2017-10-11 00:00:00,2100,5 years 274 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1754271
1755341,A1838,684/2/2 PART 2,NATO - Relations with Australia,1983 - 1987,1983,1987,Closed,Withheld pending adv,2016-11-08 00:00:00,Open,,2017-11-28 00:00:00,385,1 years 20 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1755341
13554364,ST2660/1,406/4,Discussions between Admiral Thach and his staff and AJASS [Box 4],1963 - 1963,1963,1963,Closed,Withheld pending adv,2014-10-22 00:00:00,Open,Withheld pending adv,2017-01-17 00:00:00,818,2 years 88 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=13554364
13554365,ST2660/1,438/04,A/S tactical publications [Box 4],1959 - 1959,1959,1959,Closed,Withheld pending adv,2014-10-22 00:00:00,Open,Withheld pending adv,2017-01-17 00:00:00,818,2 years 88 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=13554365
13555122,ST2660/1,438/1,Trials of ATH 3 [Box 6],1949 - 1958,1949,1958,Closed,Withheld pending adv,2014-10-22 00:00:00,Open,Withheld pending adv,2017-01-17 00:00:00,818,2 years 88 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=13555122
13594344,SP889/1,405/25,TAS warfare reports,1962 - 1962,1962,1962,Closed,Withheld pending adv,2014-10-22 00:00:00,Open,Withheld pending adv,2017-01-17 00:00:00,818,2 years 88 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=13594344
13685217,A4090,529/1/16 PART 1,DSTO records of unidentified Aerial phenomena,1974 - 1996,1974,1996,Closed,Withheld pending adv,2015-10-22 00:00:00,Open,,2017-06-02 00:00:00,589,1 years 224 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=13685217
1755557,A1838,762/2 PART 4,Hong Kong - Reports on economic developments,1979 - 1981,1979,1981,Closed,Withheld pending adv,2012-01-20 00:00:00,Open,,2017-07-03 00:00:00,1991,5 years 165 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1755557
1758772,A1838,907/2 PART 23,United Nations Security Council - Elections,1978 - 1979,1978,1979,Closed,Withheld pending adv,2016-10-10 00:00:00,Open,,2017-12-05 00:00:00,421,1 years 56 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1758772
1758773,A1838,907/2 PART 26,United Nations Security Council - Elections,1982 - 1983,1982,1983,Closed,Withheld pending adv,2016-04-05 00:00:00,Open,,2017-12-05 00:00:00,609,1 years 244 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1758773
1389607,A1838,314/8/1 PART 3,Western Samoa - Relations with Australia - General,1970 - 1976,1970,1976,Closed,Withheld pending adv,2011-08-15 00:00:00,Open,,2017-06-21 00:00:00,2137,5 years 311 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389607
1759052,A1838,915/20 PART 4,United Nations - Asian - Political - Indian Ocean Committee,1980 - 1981,1980,1981,Closed,Withheld pending adv,2016-04-19 00:00:00,Open,,2017-05-12 00:00:00,388,1 years 23 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1759052
1759937,A1838,698/6/2,Hong Kong - British reports,1967 - 1969,1967,1969,Closed,Withheld pending adv,2012-01-24 00:00:00,Open,,2017-10-30 00:00:00,2106,5 years 280 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1759937
1505801,A1838,3038/9/1 PART 13,Portuguese Timor - Relations with UN,1980 - 1981,1980,1981,Closed,Withheld pending adv,2011-10-18 00:00:00,Open,,2017-10-16 00:00:00,2190,5 years 364 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505801
1510518,A1838,519/3/1/8 PART 2,Formosa - Correspondence to the Minister,1976 - 1977,1976,1977,Closed,Withheld pending adv,2016-04-19 00:00:00,Open,,2017-02-23 00:00:00,310,0 years 310 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1510518
1510703,A1838,3107/40/51 PART 1,China - Relations with United Kingdom,1945 - 1948,1945,1948,Closed,Withheld pending adv,2011-12-15 00:00:00,Open,,2017-06-27 00:00:00,2021,5 years 195 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1510703
1762040,A1838,1735/5/1,Law of the sea - 3rd conference - 2nd session - 1st Committee,1974 - 1975,1974,1975,Closed,Withheld pending adv,2016-07-13 00:00:00,Open,,2017-10-03 00:00:00,447,1 years 82 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1762040
1762044,A1838,1735/5/3 PART 1,Law of the sea - Third conference - Second session - Third Committee,1974 - 1984,1974,1984,Closed,Withheld pending adv,2016-07-13 00:00:00,Open,,2017-10-03 00:00:00,447,1 years 82 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1762044
1762045,A1838,1735/6/1 PART 1,Law of the sea - Third session - First Committee,1974 - 1975,1974,1975,Closed,Withheld pending adv,2016-07-13 00:00:00,Open,,2017-11-08 00:00:00,483,1 years 118 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1762045
1085972,A6059,41/441/1,101 Wireless Regiment restricted establishment,1953 - 1956,1953,1956,Closed,Withheld pending adv,2014-04-23 00:00:00,Open,,2017-07-12 00:00:00,1176,3 years 80 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1085972
1111154,A432,1963/3173 PART 2,Antarctic Treaty - Draft Convention on Conservation of Wild Life,1963 - 1963,1963,1963,Closed,Withheld pending adv,2012-11-16 00:00:00,Open,,2017-07-19 00:00:00,1706,4 years 245 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1111154
1111155,A432,1963/3173 PART 3,Antarctic Treaty - Draft Convention on Conservation of Wild Life,1963 - 1963,1963,1963,Closed,Withheld pending adv,2012-11-19 00:00:00,Open,,2017-10-16 00:00:00,1792,4 years 331 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1111155
11134340,A750,1975/366,War Crimes Trials Records - Access Policy,1974 - 1982,1974,1982,Closed,Withheld pending adv,2016-01-21 00:00:00,Open,,2017-01-11 00:00:00,356,0 years 356 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=11134340
11167954,A1946,1967/2503,TTCP Panel - Chemical defence - file 1,1946 - 1980,1946,1980,Closed,Withheld pending adv,2015-06-26 00:00:00,Open,,2017-03-08 00:00:00,621,1 years 256 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=11167954
1110654,A432,1953/2560,Disclosure of Patents and Technical Information to Contractors Engaged on Defence Projects,1950 - 1950,1950,1950,Closed,Withheld pending adv,2014-04-15 00:00:00,Open,,2017-06-02 00:00:00,1144,3 years 48 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1110654
1111152,A432,1963/3173 PART 1,Antarctic Treaty - Draft Convention on Conservation of Wild Life,1963 - 1963,1963,1963,Closed,Withheld pending adv,2012-11-20 00:00:00,Open,,2017-10-24 00:00:00,1799,4 years 338 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1111152
1826030,A1945,144/1/7,Organisation for the interrogation of enemy prisoners of war in the Far East [1cm],1961 - 1964,1961,1964,Closed,Withheld pending adv,2014-03-07 00:00:00,Open,,2017-01-24 00:00:00,1054,2 years 324 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1826030
1827363,A1945,249/7/59,Limited military intervention - United States position paper [0.5cm],1963 - 1963,1963,1963,Closed,Withheld pending adv,2015-03-04 00:00:00,Open,,2017-01-27 00:00:00,695,1 years 330 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1827363
1827418,A1945,249/9/18,Working party to co-ordinate frequency requirements for SEATO plans [1.5cm],1964 - 1967,1964,1967,Closed,Withheld pending adv,2015-04-02 00:00:00,Open,,2017-02-16 00:00:00,686,1 years 321 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1827418
1828161,A1945,249/16/22,SEATO - Intelligence (10M) - File No 2 [3cm],1964 - 1964,1964,1964,Closed,Withheld pending adv,2015-04-02 00:00:00,Open,,2017-02-15 00:00:00,685,1 years 320 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1828161
1828204,A1945,255/1/5,Organisation - Policy - Form of submission of departmental organisation proposals to PSB [1.5cm],1957 - 1973,1957,1973,Closed,Withheld pending adv,2014-02-21 00:00:00,Open,,2017-03-08 00:00:00,1111,3 years 15 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1828204
1835475,A1945,56/1/12,"Defence of Australian forces against chemical, biological and radiological (CBR) weapons [2.5cm]",1964 - 1966,1964,1966,Closed,Withheld pending adv,2014-02-21 00:00:00,Open,,2017-03-14 00:00:00,1117,3 years 21 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1835475
1835757,A1945,249/4/28,Military advisers sixteenth conference [MA16C] [4cms],1961 - 1962,1961,1962,Closed,Withheld pending adv,2014-02-21 00:00:00,Open,,2017-02-22 00:00:00,1097,3 years 1 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1835757
1836279,A1945,249/9/26,SEATO - Expert study group on telecommunications and SEATO working party to study CE problems (June 1966) - File No 2 [0.5cm],1966 - 1968,1966,1968,Closed,Withheld pending adv,2015-04-02 00:00:00,Open,,2017-01-20 00:00:00,659,1 years 294 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1836279
1871882,A1838,1628/1/17 PART 1,Treaty procedures - Australia - Treaty aspects of disapplication of Australian legalisation in Papua New Guinea,1974 - 1975,1974,1975,Closed,Withheld pending adv,2016-11-01 00:00:00,Open,,2017-06-02 00:00:00,213,0 years 213 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1871882
11568926,A3092,221/12/2/2 PART 3B,Recognition of Communist China,02 Jun 1961 - 31 Jul 1961,1961,1961,Closed,Withheld pending adv,2012-07-16 00:00:00,Open,,2017-07-03 00:00:00,1813,4 years 352 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=11568926
1153674,B73,R45964,"Gray, Albert Ralph Service Number 2377",1919 - 1923,1919,1923,Closed,33(1)(g),1996-05-20 00:00:00,Open,,2017-03-02 00:00:00,7591,20 years 286 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1153674
11568859,A3092,221/12/2/2 PART 1B,Recognition of Communist China,03 Jan 1961 - 25 Feb 1961,1961,1961,Closed,Withheld pending adv,2012-07-23 00:00:00,Open,,2017-07-03 00:00:00,1806,4 years 345 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=11568859
11568930,A3092,221/12/2/2 PART 4,Recognition of Communist China,01 Aug 1961 - 29 Sep 1961,1961,1961,Closed,Withheld pending adv,2016-05-16 00:00:00,Open,,2017-07-03 00:00:00,413,1 years 48 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=11568930
1874211,A1838,49/2/1/1 PART 15,Portugal - Foreign policy - Portuguese Timor,1983 - 1984,1983,1984,Closed,Withheld pending adv,2016-04-11 00:00:00,Open,,2017-02-16 00:00:00,311,0 years 311 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1874211
1887573,A1838,3020/10/1/2 PART 1,North Vietnam - Relations with Australia - Australian statements,1972 - 1989,1972,1989,Closed,Withheld pending adv,2016-08-22 00:00:00,Open,,2017-10-11 00:00:00,415,1 years 50 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1887573
1887642,A1838,3081/9/12,"Papua New Guinea - Defence arrangements with Australia, ANZUK [Australia, New Zealand and United Kingdom] and SEATO [South East Asia Treaty Organisation]",1975 - 1986,1975,1986,Closed,33(1)(a),2009-06-30 00:00:00,Open,,2017-10-11 00:00:00,3025,8 years 103 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1887642
1887662,A1838,3103/10/20/1 PART 22,Japan - Relations with Australia - Basic treaty of friendship and co-operation,1977 - 1988,1977,1988,Closed,Closed period | Withheld pending adv,2016-11-01 00:00:00,Open,,2017-11-22 00:00:00,386,1 years 21 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1887662
